TRADEID,TRADETYPE,ASSETID,PAYREC,FIXFLT,STARTDATE,ENDDATE,FIXINGDATE,IDAYS,RATE,FORWARD,SPREAD,ALLINRATE,NOTIONAL,PAYDATE,FLOWS,TRANSACTION_TYPE,DAYS,CCY,ZERO,DISCOUNT,PRESENTVALUE,ASOFDATE
4807208,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/09/2020,-27400,XNL,(null),USD,(null),(null),(null),20/08/2020
4807209,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/09/2020,1599284.67,XNL,(null),DKK,(null),(null),(null),20/08/2020
4807209,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/09/2020,-241700,XNL,(null),USD,(null),(null),(null),20/08/2020
4807210,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/09/2020,1045525.09,XNL,(null),DKK,(null),(null),(null),20/08/2020
4807210,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/09/2020,-158000,XNL,(null),USD,(null),(null),(null),20/08/2020
4807213,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/09/2020,-363200,XNL,(null),USD,(null),(null),(null),20/08/2020
4807213,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/09/2020,2403822.86,XNL,(null),DKK,(null),(null),(null),20/08/2020
4807214,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/09/2020,2403713.9,XNL,(null),DKK,(null),(null),(null),20/08/2020
4807214,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/09/2020,-363200,XNL,(null),USD,(null),(null),(null),20/08/2020
4807504,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),14/09/2020,350000,XNL,(null),DKK,(null),(null),(null),20/08/2020
4807504,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),14/09/2020,-53021.13,XNL,(null),USD,(null),(null),(null),20/08/2020
4809060,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),11/09/2020,425895.4,XNL,(null),DKK,(null),(null),(null),20/08/2020
4809060,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),11/09/2020,-64833.67,XNL,(null),USD,(null),(null),(null),20/08/2020
4809200,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),22/12/2020,653940,XNL,(null),DKK,(null),(null),(null),20/08/2020
4809200,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),22/12/2020,-100000,XNL,(null),USD,(null),(null),(null),20/08/2020
4809203,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),26/01/2021,653230,XNL,(null),DKK,(null),(null),(null),20/08/2020
4809203,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),26/01/2021,-100000,XNL,(null),USD,(null),(null),(null),20/08/2020
4809206,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),23/02/2021,652830,XNL,(null),DKK,(null),(null),(null),20/08/2020
4809206,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),23/02/2021,-100000,XNL,(null),USD,(null),(null),(null),20/08/2020
4809276,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),20/01/2021,2000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4809276,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),20/01/2021,-18319096,XNL,(null),SEK,(null),(null),(null),20/08/2020
4809358,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),12/03/2021,979596.84,XNL,(null),DKK,(null),(null),(null),20/08/2020
4809358,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),12/03/2021,-150000,XNL,(null),USD,(null),(null),(null),20/08/2020
4809379,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),25/08/2020,983585.04,XNL,(null),DKK,(null),(null),(null),20/08/2020
4809379,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),25/08/2020,-150000,XNL,(null),USD,(null),(null),(null),20/08/2020
4809381,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/09/2020,1310975.58,XNL,(null),DKK,(null),(null),(null),20/08/2020
4809381,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/09/2020,-200000,XNL,(null),USD,(null),(null),(null),20/08/2020
4809384,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),06/10/2020,983456.21,XNL,(null),DKK,(null),(null),(null),20/08/2020
4809384,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),06/10/2020,-150000,XNL,(null),USD,(null),(null),(null),20/08/2020
4809417,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/09/2020,903821.06,XNL,(null),DKK,(null),(null),(null),20/08/2020
4809417,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/09/2020,-138000,XNL,(null),USD,(null),(null),(null),20/08/2020
4809569,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2021,12971000,XNL,(null),DKK,(null),(null),(null),20/08/2020
4809569,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2021,-2000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4809570,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/10/2020,656534.81,XNL,(null),DKK,(null),(null),(null),20/08/2020
4809570,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/10/2020,-100000,XNL,(null),USD,(null),(null),(null),20/08/2020
4811102,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/01/2021,415837,XNL,(null),DKK,(null),(null),(null),20/08/2020
4811102,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/01/2021,-50000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4811155,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/09/2020,400000000,XNL,(null),SEK,(null),(null),(null),20/08/2020
4811155,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/09/2020,-284122800,XNL,(null),DKK,(null),(null),(null),20/08/2020
4811156,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/09/2020,284086400,XNL,(null),DKK,(null),(null),(null),20/08/2020
4811156,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/09/2020,-400000000,XNL,(null),SEK,(null),(null),(null),20/08/2020
4811285,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/09/2020,705366125,XNL,(null),DKK,(null),(null),(null),20/08/2020
4811285,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/09/2020,-85000000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4811288,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/09/2020,35000000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4811288,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/09/2020,-290432870,XNL,(null),DKK,(null),(null),(null),20/08/2020
4811290,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/09/2020,50000000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4811290,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/09/2020,-414904100,XNL,(null),DKK,(null),(null),(null),20/08/2020
4811378,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/10/2020,85216.3,XNL,(null),DKK,(null),(null),(null),20/08/2020
4811378,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/10/2020,-13000,XNL,(null),USD,(null),(null),(null),20/08/2020
4811383,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/09/2020,167277.45,XNL,(null),DKK,(null),(null),(null),20/08/2020
4811383,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/09/2020,-25500,XNL,(null),USD,(null),(null),(null),20/08/2020
4811397,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/09/2020,1603699.95,XNL,(null),DKK,(null),(null),(null),20/08/2020
4811397,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/09/2020,-244500,XNL,(null),USD,(null),(null),(null),20/08/2020
4811424,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),08/09/2020,221000,XNL,(null),USD,(null),(null),(null),20/08/2020
4811424,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),08/09/2020,-1451749,XNL,(null),DKK,(null),(null),(null),20/08/2020
4811424,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/10/2020,1451086,XNL,(null),DKK,(null),(null),(null),20/08/2020
4811424,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/10/2020,-221000,XNL,(null),USD,(null),(null),(null),20/08/2020
4811440,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),02/11/2020,1310160,XNL,(null),DKK,(null),(null),(null),20/08/2020
4811440,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),02/11/2020,-200000,XNL,(null),USD,(null),(null),(null),20/08/2020
4811444,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),07/10/2020,100000,XNL,(null),USD,(null),(null),(null),20/08/2020
4811444,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),07/10/2020,-656900,XNL,(null),DKK,(null),(null),(null),20/08/2020
4811444,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/12/2020,656220,XNL,(null),DKK,(null),(null),(null),20/08/2020
4811444,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/12/2020,-100000,XNL,(null),USD,(null),(null),(null),20/08/2020
4811451,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),07/10/2020,15000,XNL,(null),USD,(null),(null),(null),20/08/2020
4811451,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),07/10/2020,-98535,XNL,(null),DKK,(null),(null),(null),20/08/2020
4811451,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/02/2021,196542,XNL,(null),DKK,(null),(null),(null),20/08/2020
4811451,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/02/2021,-30000,XNL,(null),USD,(null),(null),(null),20/08/2020
4811459,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,138000,XNL,(null),USD,(null),(null),(null),20/08/2020
4811459,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,-906522,XNL,(null),DKK,(null),(null),(null),20/08/2020
4811459,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),04/01/2021,904355.4,XNL,(null),DKK,(null),(null),(null),20/08/2020
4811459,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),04/01/2021,-138000,XNL,(null),USD,(null),(null),(null),20/08/2020
4813035,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),07/10/2020,152933.14,XNL,(null),DKK,(null),(null),(null),20/08/2020
4813035,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),07/10/2020,-23200,XNL,(null),USD,(null),(null),(null),20/08/2020
4813116,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),13/04/2022,6478300,XNL,(null),DKK,(null),(null),(null),20/08/2020
4813116,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),13/04/2022,-1000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4813118,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/02/2022,6488710,XNL,(null),DKK,(null),(null),(null),20/08/2020
4813118,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/02/2022,-1000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4813123,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/12/2020,211796735.3,XNL,(null),SEK,(null),(null),(null),20/08/2020
4813123,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/12/2020,-20140000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4813126,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/09/2020,1466662.78,XNL,(null),DKK,(null),(null),(null),20/08/2020
4813126,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/09/2020,-222616.68,XNL,(null),USD,(null),(null),(null),20/08/2020
4813130,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/12/2020,20142000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4813130,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/12/2020,-211853556,XNL,(null),SEK,(null),(null),(null),20/08/2020
4813281,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),06/10/2020,100000,XNL,(null),DKK,(null),(null),(null),20/08/2020
4813281,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),06/10/2020,-15152,XNL,(null),USD,(null),(null),(null),20/08/2020
4813292,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),22/09/2020,15000000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4813292,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),22/09/2020,-111814500,XNL,(null),DKK,(null),(null),(null),20/08/2020
4813296,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/09/2020,111817977,XNL,(null),DKK,(null),(null),(null),20/08/2020
4813296,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/09/2020,-15000000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4813410,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),14/09/2020,742444.4,XNL,(null),NOK,(null),(null),(null),20/08/2020
4813410,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),14/09/2020,-77560,XNL,(null),USD,(null),(null),(null),20/08/2020
4813411,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),14/09/2020,709966.05,XNL,(null),NOK,(null),(null),(null),20/08/2020
4813411,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),14/09/2020,-74151.36,XNL,(null),USD,(null),(null),(null),20/08/2020
4816085,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),28/09/2020,1368400,XNL,(null),DKK,(null),(null),(null),20/08/2020
4816085,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),28/09/2020,-2000000,XNL,(null),NOK,(null),(null),(null),20/08/2020
4816090,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/12/2020,676125,XNL,(null),DKK,(null),(null),(null),20/08/2020
4816090,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/12/2020,-750000,XNL,(null),TRY,(null),(null),(null),20/08/2020
4816091,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/12/2020,460000,XNL,(null),DKK,(null),(null),(null),20/08/2020
4816091,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/12/2020,-5000000,XNL,(null),RUB,(null),(null),(null),20/08/2020
4816164,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),09/11/2020,1324065.2,XNL,(null),DKK,(null),(null),(null),20/08/2020
4816164,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),09/11/2020,-200000,XNL,(null),USD,(null),(null),(null),20/08/2020
4816201,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),08/09/2020,200000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4816201,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),08/09/2020,-1654760,XNL,(null),DKK,(null),(null),(null),20/08/2020
4816264,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),14/09/2020,751329.03,XNL,(null),DKK,(null),(null),(null),20/08/2020
4816264,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),14/09/2020,-113390,XNL,(null),USD,(null),(null),(null),20/08/2020
4816316,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/12/2020,691942.25,XNL,(null),DKK,(null),(null),(null),20/08/2020
4816316,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/12/2020,-770000,XNL,(null),TRY,(null),(null),(null),20/08/2020
4818094,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/09/2020,958670.68,XNL,(null),DKK,(null),(null),(null),20/08/2020
